,Title,Instrumentalist,Vocalist,Date,Location,Genre,Music Composer,Lyrics Composer,Year of Composition,Recording Info,File ID
931,Calor de hogar,Orquesta Osvaldo Pugliese,Adrián Guida,1985-04-30,Buenos Aires,Tango,Eugenio Carrere,Jesús Fernández Blanco,,Odeon,
932,Calor de hogar,Orquesta Ricardo Tanturi,Enrique Campos,1945-11-09,Buenos Aires,Tango,Eugenio Carrere,Jesús Fernández Blanco,,RCA-Victor 60-0813 80884,
935,Camandulaje,Orquesta Alfredo Gobbi,Instrumental,1955-06-13,Buenos Aires,Tango,Alfredo Gobbi,,,RCA-Victor 68-2081 SO3811,
936,Camandulaje,Orquesta Osvaldo Pugliese,Instrumental,1973-12-12,Buenos Aires,Tango,Alfredo Gobbi,,,Odeon 6210 41106,
941,Cambalache,Orquesta Alfredo De Angelis,Gigí De Angelis,1976-09-24,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1934,Odeon 6505-B 43135,
942,Cambalache,Orquesta Armando Pontier,Julio Sosa,1958-02-25,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1934,CBS-Columbia 8165 1406,
943,Cambalache,Orquesta Francisco Canaro,Tita Merello,1956-10-03,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1934,Odeon 61016 21383,
944,Cambalache,Orquesta Leopoldo Federico,Julio Sosa,1964-07-02,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1934,CBS-Columbia 8457 4165,
945,Cambalache,Orquesta Miguel Caló,Roberto Arrieta,1947-04-25,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1934,Odeon 30017 16417,
949,Caminito,,Carlos Gardel,1927-07-20,Buenos Aires,Tango,Juan de Dios Filiberto,Gabino Coria Peñaloza,1926,Odeon 18219 1109,1314
950,Caminito,Orquesta Alfredo De Angelis,Instrumental,1955-06-23,Buenos Aires,Tango,Juan de Dios Filiberto,Gabino Coria Peñaloza,1926,Odeon 51798-A 20263,
951,Caminito,Orquesta José Basso,Instrumental,1961-04-28,Buenos Aires,Tango,Juan de Dios Filiberto,Gabino Coria Peñaloza,1926,Odeon LDS-818 26271,
952,Caminito,Orquesta Juan Canaro,María de la Fuente,1954-10-04,Tokio,Tango,Juan de Dios Filiberto,Gabino Coria Peñaloza,1926,Melopea CDMSE 5108,
953,Caminito,Orquesta Leopoldo Federico,Instrumental,1996-07-14,Tokio,Tango,Juan de Dios Filiberto,Gabino Coria Peñaloza,1926,,576
954,Caminito,Orquesta Miguel Caló,Juan Carlos Fabri,1951-11-27,Buenos Aires,Tango,Juan de Dios Filiberto,Gabino Coria Peñaloza,1926,Odeon 55340 18279,
955,Caminito,Orquesta Miguel Caló,Ranko Fujisawa,1964-03-17,Buenos Aires,Tango,Juan de Dios Filiberto,Gabino Coria Peñaloza,1926,Odeon 29833,
963,Caminito,,Nelly Omar,1997-11-12,Buenos Aires,Tango,Juan de Dios Filiberto,Gabino Coria Peñaloza,1926,Magenta 512.510,
965,Caminito del taller,Orquesta Alfredo De Angelis,Carlos Dante,1951-07-11,Buenos Aires,Tango,Cátulo Castillo,Cátulo Castillo,,Odeon 55293-A 18100,
967,Caminito soleado,,Carlos Gardel,1934-07-27,New York,Canción,Carlos Gardel,Alfredo Le Pera,,RCA-Victor BS83592/1,3329
968,Caminito soleado,Guitarras de Héctor Arbelo,Julio Sosa,1962-08-03,Buenos Aires,Canción,Carlos Gardel,Alfredo Le Pera,,CBS-Columbia 8358 3115,
969,Caminito soleado,Orquesta Osvaldo Pugliese,"Alberto Morán, Juan Carlos Cobos",1953-05-28,Buenos Aires,Canción,Carlos Gardel,Alfredo Le Pera,,Odeon 55695 18935,
971,Camino del Tucumán,Orquesta Ángel D'Agostino,Ángel Vargas,1946-09-10,Buenos Aires,Tango,"José Razzano, Cátulo Castillo","José Razzano, Cátulo Castillo",1946,RCA-Victor 60-1044 82336,
972,Camino del Tucumán,Orquesta Aníbal Troilo,"Floreal Ruiz, Alberto Marino",1946-06-14,Buenos Aires,Tango,"José Razzano, Cátulo Castillo","José Razzano, Cátulo Castillo",1946,RCA-Victor 60-0963 82164,
973,Camino del Tucumán,Orquesta Rodolfo Biagi,Alberto Amor,1946-05-23,Buenos Aires,Tango,"José Razzano, Cátulo Castillo","José Razzano, Cátulo Castillo",1946,Odeon 5661 15528,
974,Camouflage (Camuflaje),Orquesta Armando Pontier,Julio Sosa,1960-06-14,Buenos Aires,Tango,Enrique Francini,José García [b],,CBS-Columbia 8269 2268,
975,Camouflage (Camuflaje),Orquesta Atilio Stampone,Roberto Goyeneche,1972-03-13,Buenos Aires,Tango,Enrique Francini,José García [b],,RCA-Victor,3354
976,Campaneando,Sexteto Carlos Di Sarli,Santiago Devin,1929-12-31,Buenos Aires,Tango,Mauricio Saiovich,Alejandro Gutiérrez del Barrio,,RCA-Victor 47313 44940,
977,Campanita,Orquesta Alfredo De Angelis,Julio Martel,1944-10-10,Buenos Aires,Tango,Juan Polito,Salvador Polito,,Odeon 3778-A 14147,
980,Campeonato,Orquesta Ricardo Tanturi,Roberto Videla,1948-06-25,Buenos Aires,Tango,Ricardo Tanturi,Reinaldo Yiso,,RCA-Victor 60-1639 83989,3675
981,Campo afuera,Orquesta Rodolfo Biagi,Teófilo Ibáñez,1939-04-27,Buenos Aires,Milonga,Rodolfo Biagi,Homero Manzi,1939,Odeon 5605 9913,1888
984,Caña,Orquesta Juan D'Arienzo,Armando Laborde,1964-06-30,Buenos Aires,Tango,Enrique Mónaco,"Enrique Esviza, Julián Araujo",,RCA-Victor AVL-3537 RAAM-4396,3847
985,Caña,Orquesta Juan D'Arienzo,Armando Laborde,1949-04-06,Buenos Aires,Tango,Enrique Mónaco,"Enrique Esviza, Julián Araujo",,RCA-Victor 60-1787 91281,
987,Canaro en Japón,Orquesta Juan Canaro,Instrumental,1954-10-04,Tokio,Tango,Francisco Canaro,Julián Porteño,,Melopea CDMSE 5108,6293
988,Canaro en París,Orquesta Alfredo De Angelis,Instrumental,1976-09-24,Buenos Aires,Tango,"Juan Caldarella, Alejandro Scarpino",José Scarpino,,Odeon 6505-A 43132,
990,Canaro en París,Orquesta Osvaldo Pugliese,Instrumental,1949-11-28,Buenos Aires,Tango,"Juan Caldarella, Alejandro Scarpino",José Scarpino,,Odeon 30607 17500,
994,Canchero,,Carlos Gardel,1930-05-27,Buenos Aires,Tango,Arturo De Bassi,Celedonio Flores,1930,Odeon 18820 5634,1421
995,Canchero,Orquesta Leopoldo Federico,Julio Sosa,1962-05-03,Buenos Aires,Tango,Arturo De Bassi,Celedonio Flores,1930,CBS-Columbia 8340 2948,
997,Canción de Ave María,Orquesta Aníbal Troilo,Nelly Vázquez,1965-09-24,Buenos Aires,Tango,Héctor Stamponi,Cátulo Castillo,,RCA-Victor AVL-3632 5373,
999,Canción de cuna,,Carlos Gardel,1928-09-06,Buenos Aires,Tango,José María Rizzuti,José Diez Gómez,1928,Odeon 18241 E-2965/3,1867
1002,Canción de rango (Pa' que se callen),Orquesta Lucio Demare,Roberto Arrieta,1942-11-10,Buenos Aires,Tango,Raúl Kaplún,José María Suñé,1942,Odeon 8059 12343,
1003,Canción de rango (Pa' que se callen),Orquesta Miguel Caló,Roberto Rufino,1966-10-03,Buenos Aires,Tango,Raúl Kaplún,José María Suñé,1942,Odeon LDB-114 32825,2752
1004,Canción de rango (Pa' que se callen),Orquesta Miguel Caló,Roberto Rufino,1966-10-03,Buenos Aires,Tango,Raúl Kaplún,José María Suñé,1942,Odeon LDB-114 32825,2752
1005,Canción de rango (Pa' que se callen),Orquesta Ricardo Tanturi,Alberto Castillo,1942-12-04,Buenos Aires,Tango,Raúl Kaplún,José María Suñé,1942,RCA-Victor 39807 84092,
1006,Canción de rango (Pa' que se callen),Orquesta Rodolfo Biagi,Carlos Acuña,1943-04-29,Buenos Aires,Tango,Raúl Kaplún,José María Suñé,1942,Odeon 5639 12727,
1009,Canción del inmigrante,Orquesta Alfredo De Angelis,Carlos Dante,1956-04-30,Buenos Aires,Tango,Ricardo Malerba,Enrique Cadícamo,,Odeon 51933-B 20950,
1010,Canción desesperada,Orquesta Aníbal Troilo,Alberto Marino,1945-10-09,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1945,RCA-Victor 60-0806 80842,571
1011,Canción desesperada,Orquesta Miguel Caló,Raúl Iriarte,1945-12-27,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1945,Odeon 30009 15228,
1012,Canción desesperada,Orquesta Miguel Caló,Instrumental,1969-05-27,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1945,Odeon LDB-175 35823,
1013,Canción desesperada,Orquesta Francisco Canaro,Nelly Omar,1946-01-28,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1945,Odeon 5277 15315,
1017,Canción para un breve final,Orquesta Francini-Pontier,Roberto Rufino,1948-02-04,Buenos Aires,Tango,Armando Pontier,Homero Expósito,,RCA-Victor 60-1552 83939,
1019,Canción para un cariño,Orquesta Rodolfo Biagi,Hugo Duval,1961-10-04,Buenos Aires,Tango,Luis Maggiolo,Reinaldo Yiso,,Columbia 21042 2736,
1025,Candombe rioplatense,Orquesta José García,Alfredo Rojas,1943-08-13,Buenos Aires,Candombe,Pintín Castellanos,Carmelo Santiago,,Odeon 7412 13038,
1027,Canta pajarito,Orquesta Carlos Di Sarli,Roberto Rufino,1943-03-17,Buenos Aires,Tango,Juan José Guichandut,Oscar Rubens,1943,RCA-Victor 60-0023 84260,638
1028,Canta pajarito,Orquesta Lucio Demare,Raúl Berón,1943-06-10,Buenos Aires,Tango,Juan José Guichandut,Oscar Rubens,1943,Odeon 8067-A 12837,
1030,Cantando,Orquesta Adolfo Carabelli,"Mercedes Simone, Alberto Gómez",1931-09-04,Buenos Aires,Tango,Mercedes Simone,Mercedes Simone,1931,RCA-Victor,3642
1031,Cantando,Orquesta Alfredo De Angelis,"Carlos Dante, Oscar Larroca",1957-09-05,Buenos Aires,Tango,Mercedes Simone,Mercedes Simone,1931,Odeon 52236-B 22465,
1032,Cantando olvidaré,Orquesta Ángel D'Agostino,Ángel Vargas,1943-11-15,Buenos Aires,Tango,"Ángel D'Agostino, Alfredo Attadía",José Fernández,,RCA-Victor 60-0265 77379,
1033,Cantando se van las penas,Orquesta Rodolfo Biagi,Jorge Ortiz,1940-06-28,Buenos Aires,Milonga,Roberto Lurati,Roberto Lurati,,Odeon 5615 10575,
1034,Cantando se van las penas,Orquesta Rodolfo Biagi,Jorge Ortiz,1940-06-28,Buenos Aires,Milonga,Roberto Lurati,Roberto Lurati,,Odeon 5615 10575,
1036,Cantar eterno,,Carlos Gardel,1931-09-23,Buenos Aires,Tango,Ángel Villoldo,Ángel Villoldo,,Odeon 18859 6875,1312
1037,Cantemos corazón,,Horacio Casares,1957-03-18,Buenos Aires,Tango,Enrique Alessio,Reinaldo Yiso,,Pampa 1239,1411
1038,Cantemos corazón,Orquesta Carlos Di Sarli,Roberto Florio,1956-11-02,Buenos Aires,Tango,Enrique Alessio,Reinaldo Yiso,,RCA-Victor 1A-1116 S5192,
1039,Cantemos corazón,Orquesta Juan D'Arienzo,Armando Laborde,1956-08-23,Buenos Aires,Tango,Enrique Alessio,Reinaldo Yiso,,RCA-Victor 1A-0878 5084,
1040,Cantinera,Orquesta Jorge Dragone,Argentino Ledesma,1957-07-16,Buenos Aires,Vals,Marsilio Robles,Marsilio Robles,,Emi,6308
1041,Canto al tango,Orquesta Manuel Buzón,Osvaldo Moreno,1943-02-10,Buenos Aires,Tango,Federico Scorticati,Federico Scorticati,,Odeon 3707 12566,486
1042,Canto de amor,Orquesta Osvaldo Fresedo,Roberto Ray,1934-06-18,Buenos Aires,Tango,Osvaldo Fresedo,Emilio Fresedo,,RCA-Victor 37611 86527,6924
1043,Cantor de barrio,Orquesta Ricardo Tanturi,Enrique Campos,1945-07-13,Buenos Aires,Tango,Felipe Mitre Navas,Carlos Cacciari,,RCA-Victor 60-0732 80722,4679
1045,Canyengue,Orquesta Antonio Rodio,Mario Pomar,1943-05-11,Buenos Aires,Tango,Salvador Ripu,Julio Medrano,1938,Odeon 7600 12754,
1046,Canzoneta,,Alberto Marino,1954-07-27,Buenos Aires,Tango,Erma Suárez,Enrique Lary,,Odeon,1925
1047,Canzoneta,Orquesta Alfredo Gobbi,Jorge Maciel,1954-06-22,Buenos Aires,Tango,Erma Suárez,Enrique Lary,,RCA-Victor 68-2427 SO2637,
1048,Canzoneta,Orquesta Osvaldo Pugliese,Jorge Maciel,1954-10-29,Buenos Aires,Tango,Erma Suárez,Enrique Lary,,Odeon 51633 19787,
1049,Canzoneta,Orquesta Juan D'Arienzo,Armando Laborde,1954-08-13,Buenos Aires,Tango,Erma Suárez,Enrique Lary,,RCA-Victor 68-1788 2749,
1050,Capillita limeña,Orquesta Alfredo De Angelis,Carlos Aguirre,1967-12-28,Buenos Aires,Vals,Luis de Olivel,Carlos Dato,,Odeon 7255-B 34191,
1051,Caprichosa,,Carlos Gardel,1930-08-28,Buenos Aires,Fado,Froilán Aguilar,Froilán Aguilar,,Odeon 18837 6067/1,1919
1053,Cara sucia,Orquesta Carlos Di Sarli,Instrumental,1957-07-12,Buenos Aires,Tango,Francisco Canaro,,,RCA-Victor 1A-1333 T0231,3344
1057,Carbonilla,Orquesta José Libertella,Miguel Montero,1962-06-04,Buenos Aires,Tango,"Miguel Montero, José Libertella",Aldo Queirolo,,Odeon 6575,1465
1059,Carga,Orquesta Alfredo De Angelis,Carlos Dante,1949-12-06,Buenos Aires,Tango,"Wenceslao Cinosi, Wellington Cinosi",Carlos Bahr,,Odeon 30426-A 17514,
1061,Caricias [b],Orquesta Ángel D'Agostino,Ángel Vargas,1945-07-17,Buenos Aires,Tango,Juan Martí,Alfredo Bigeschi,1937,RCA-Victor 60-0749 80757,
1062,Caricias [b],Orquesta Rodolfo Biagi,Carlos Heredia,1951-07-30,Buenos Aires,Tango,Juan Martí,Alfredo Bigeschi,1937,Odeon 55281 18131,
1064,Caricias perdidas,Orquesta Francini-Pontier,Mario Lagos,1954-01-15,Buenos Aires,Vals,Héctor Stamponi,Carlos Bahr,,RCA-Victor 68-1452 81918,7205
1065,Carillón de La Merced,Orquesta Alfredo De Angelis,Carlos Dante,1957-09-18,Buenos Aires,Tango,Enrique Santos Discépolo,"Enrique Santos Discépolo, Alfredo Le Pera",1931,Odeon 52256-A 22493,
1066,Carillón de La Merced,Orquesta Rodolfo Biagi,Jorge Ortiz,1941-09-26,Buenos Aires,Tango,Enrique Santos Discépolo,"Enrique Santos Discépolo, Alfredo Le Pera",1931,Odeon 5625 11458,
1072,Cariño [c],Orquesta Francisco Canaro,Roberto Maida,1936-08-01,Buenos Aires,Vals,"Francisco Canaro, Antonio Botta","José González Castillo, Luis César Amadori",,Odeon 5001 8726,1406
1076,Carnaval,Orquesta Alfredo De Angelis,Carlos Dante,1946-03-01,Buenos Aires,Tango,Anselmo Aieta,Francisco García Jiménez,1927,Odeon 3793-B 15337,
1079,Carnaval [c],Orquesta Aníbal Troilo,Edmundo Rivero,1947-07-04,Buenos Aires,Candombe,"Francisco Rotundo, Ernesto Rossi",Pedro Blasco,,RCA-Victor 60-1367 83518,
1080,Carnaval [c],Orquesta Francisco Rotundo,Julio Sosa,1953-06-26,Buenos Aires,Candombe,"Francisco Rotundo, Ernesto Rossi",Pedro Blasco,,Pampa 14068 MAI-1128,
1081,Carnaval de antaño,Sexteto Carlos Di Sarli,Instrumental,1929-03-27,Buenos Aires,Tango,Sebastián Piana,Manuel Romero,,RCA-Victor 47054 44488,
1084,Carnaval de mi barrio,Orquesta Ángel D'Agostino,Rubén Cané,1954-02-19,Buenos Aires,Tango,Luis Rubistein,Luis Rubistein,1938,RCA-Victor 68-1516 SO-1986,
1085,Carnaval de mi barrio,Orquesta Ángel Vargas dir: Edelmiro D'Amario,Ángel Vargas,1956-08-03,Buenos Aires,Tango,Luis Rubistein,Luis Rubistein,1938,RCA-Victor 68-2439 SO-5059,
1086,Carnavales de mi vida (Mosca muerta),Orquesta Ángel D'Agostino,Tino García,1951-12-18,Buenos Aires,Tango,Juan Carlos Cobián,Enrique Cadícamo,,RCA-Victor 60-0203 94444,
1087,Carnavalito,Orquesta Lucio Demare,Raúl Berón,1943-01-09,Buenos Aires,Arr. en milonga,"Machingo Ábalos, Adolfo Ábalos","Machingo Ábalos, Adolfo Ábalos",,Odeon 8061 12476,
1089,Carrasco,Orquesta Ricardo Tanturi,Carlos Ortega,1938-06-09,Buenos Aires,Marcha,Ricardo Tanturi,Carlos Ortega,,Odeon 7131 9442,
1090,Carriego,Orquesta Miguel Caló,Roberto Arrieta,1948-01-05,Buenos Aires,Tango,Roberto Nievas Blanco,Julio Jorge Nelson,,Odeon 30022 16833,
1091,Carro viejo,Orquesta Alfredo De Angelis,Julio Martel,1949-12-13,Buenos Aires,Tango,Fernando Montoni,Máximo Orsi,1927,Odeon 30428-B 17520,
1092,Carro viejo,Trío Enrique Delfino,Sofía Bozán,1930-03-13,Buenos Aires,Tango,Fernando Montoni,Máximo Orsi,1927,Nacional Odeon 11704-A 5234/1,3818
1093,Carta para Renée,Orquesta Alfredo De Angelis,Roberto Mancini,1963-07-25,Buenos Aires,Tango,Manuel Sucher,Marvil,1963,Odeon 7004-A 29319,
1094,Carta para Renée,Orquesta Miguel Caló,Alberto Podestá,1963-05-17,Buenos Aires,Tango,Manuel Sucher,Marvil,1963,Odeon LDI-545 29003,
1095,Cartas viejas,,Carlos Gardel,1930-04-15,Buenos Aires,Tango,Manuel García Servetto,Ray Rada,1929,Odeon 18810 5428/1,843
1096,Cartas viejas,Trío Alejandro Scarpino,Ángel Vargas,1954-10-20,Buenos Aires,Tango,Manuel García Servetto,Ray Rada,1929,RCA-Victor 68-1870 SO-3453,
1097,Cartón junao,Orquesta Juan D'Arienzo,Alberto Echagüe,1947-08-08,Buenos Aires,Tango,"Juan D'Arienzo, Héctor Varela",Carlos Waiss,1947,RCA-Victor 60-1405 83578,1678
1098,Casas viejas,Orquesta Francisco Canaro,Roberto Maida,1935-08-18,Buenos Aires,Tango,Francisco Canaro,Ivo Pelay,1935,,586
1099,Casas viejas,Orquesta Alberto Di Paulo,Nelly Omar,1983-07-18,Buenos Aires,Tango,Francisco Canaro,Ivo Pelay,1935,Magenta 12.001,
1100,Cascabelito,Orquesta Ángel D'Agostino,Ricardo Ruiz,1953-02-02,Buenos Aires,Tango,José Bohr,Juan Andrés Caruso,1924,RCA-Victor 68-0592 SO-0383,3064
1101,Cascabelito,Orquesta Carlos Di Sarli,Roberto Rufino,1941-06-06,Buenos Aires,Tango,José Bohr,Juan Andrés Caruso,1924,RCA-Victor 39320 59511,
1102,Cascabelito,Orquesta Ángel Vargas dir: Edelmiro D'Amario,Ángel Vargas,1956-10-30,Buenos Aires,Tango,José Bohr,Juan Andrés Caruso,1924,RCA-Victor 68-2482 SO-5188,
1103,Cascabelito,Orquesta Florindo Sassone,Oscar Macri,1970-04-09,Buenos Aires,Tango,José Bohr,Juan Andrés Caruso,1924,EMI-Odeon LDB-1010,6263
1104,Cascabelito,Orquesta Osvaldo Pugliese,Jorge Maciel,1955-09-22,Buenos Aires,Tango,José Bohr,Juan Andrés Caruso,1924,Odeon 51829 20471,
1109,Caserón de tejas,Orquesta Carlos García,Oscar Alonso,1970-12-19,Buenos Aires,Vals,Sebastián Piana,Cátulo Castillo,1941,Vedette (Odeon),
1110,Caserón de tejas,Orquesta Pedro Laurenz,Alberto Del Campo,1942-03-31,Buenos Aires,Vals,Sebastián Piana,Cátulo Castillo,1941,RCA-Victor 39566 69638,
1112,Castañuelas,Orquesta Carlos Di Sarli,Mario Pomar,1954-12-07,Buenos Aires,Tango,"Arturo Gallucci, Alberto Castillo",Raúl Hormaza,,RCA-Victor 1A-0269 S3608,
1113,Castigo,,Juanita Larrauri,1936-08-28,Buenos Aires,Tango,Juan Canaro,Fernando Martín,1936,Odeon,1294
1115,Castigo y pasión,Orquesta Juan D'Arienzo,Jorge Valdez,1958-05-22,Buenos Aires,Tango,"Juan Polito, Carlos Lazzari",Ernesto Fernando Rodríguez,,RCA-Victor 1A-1564 JAAB-0576,2892
1118,Catamarca,Orquesta Carlos Di Sarli,Instrumental,1940-02-09,Buenos Aires,Tango,Eduardo Arolas,Jesús Fernández Blanco,,RCA-Victor 38924 39203,
1119,Catamarca,Orquesta Enrique Alessio,Instrumental,1950-05-17,Buenos Aires,Tango,Eduardo Arolas,Jesús Fernández Blanco,,Pampa 3009 MAI-19,3712
1122,Catorce primaveras,Orquesta Rodolfo Biagi,Jorge Ortiz,1942-08-28,Buenos Aires,Tango,Eduardo Pataro Conte,Julio Navarrine,,Odeon 5633 12181,
